type,path,size_bytes,size_human,extension,pct_of_parent
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\cli11\CLI11ConfigVersion.cmake",441,"441 B",".cmake",0.0136787
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\cli11\CLI11ConfigVersion.cmake",441,"441 B",".cmake",0.0137229
file,"D:\disktree\.gitignore",421,"421 B",".gitignore",7.83871e-07
file,"D:\disktree\build\dev\vcpkg_installed\vcpkg\info\vcpkg-cmake_2024-04-23_x64-windows.list",420,"420 B",".list",0.0158395
file,"D:\disktree\build\dev\CMakeFiles\disktree.dir\embed.manifest",406,"406 B",".manifest",6.70191e-05
file,"D:\disktree\build\dev\tests\CMakeFiles\disktree_tests.dir\embed.manifest",406,"406 B",".manifest",0.000311461
file,"D:\disktree\build\dev\tests\CMakeFiles\disktree_tests.dir\unit\test_humanize.cpp.obj.ddi",405,"405 B",".ddi",0.000910026
file,"D:\disktree\vcpkg_installed\vcpkg\info\vcpkg-cmake-config_2024-05-23_x64-mingw-dynamic.list",403,"403 B",".list",0.0135942
file,"D:\disktree\build\dev\.cache\clangd\index\catch_move_and_forward.hpp.00F9F0DE13EC3E27.idx",400,"400 B",".idx",0.00107212
file,"D:\disktree\build\dev\CMakeFiles\disktree_core.dir\src\export\json_export.cpp.obj.ddi",399,"399 B",".ddi",8.13871e-05
file,"D:\disktree\build\dev\CMakeFiles\disktree_core.dir\src\utils\thread_pool.cpp.obj.ddi",397,"397 B",".ddi",0.000689756
file,"D:\disktree\build\dev\CMakeFiles\disktree_core.dir\src\export\csv_export.cpp.obj.ddi",397,"397 B",".ddi",8.09791e-05
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\ftxui\dom\direction.hpp",395,"395 B",".hpp",0.0138242
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\ftxui\dom\direction.hpp",395,"395 B",".hpp",0.0138242
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\ftxui\screen\deprecated.hpp",394,"394 B",".hpp",0.0215253
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\ftxui\screen\deprecated.hpp",394,"394 B",".hpp",0.0215253
file,"D:\disktree\build\dev\CMakeFiles\disktree_core.dir\src\utils\humanize.cpp.obj.ddi",391,"391 B",".ddi",0.000679331
file,"D:\disktree\build\dev\CMakeFiles\disktree_core.dir\src\core\builder.cpp.obj.ddi",387,"387 B",".ddi",7.95476e-05
file,"D:\disktree\build\dev\CMakeFiles\disktree_core.dir\src\core\scanner.cpp.obj.ddi",387,"387 B",".ddi",7.95476e-05
file,"D:\disktree\build\dev\CMakeFiles\disktree_core.dir\src\core\arena.cpp.obj.ddi",383,"383 B",".ddi",7.87254e-05
file,"D:\disktree\build\dev\CMakeFiles\disktree_core.dir\src\core\index.cpp.obj.ddi",383,"383 B",".ddi",7.87254e-05
file,"D:\disktree\build\dev\CMakeFiles\disktree.dir\intermediate.manifest",381,"381 B",".manifest",6.28923e-05
file,"D:\disktree\build\dev\tests\CMakeFiles\disktree_tests.dir\intermediate.manifest",381,"381 B",".manifest",0.000292282
file,"D:\disktree\build\dev\.cache\clangd\index\catch_config_counter.hpp.A408890FD3F9FEC9.idx",380,"380 B",".idx",0.00101851
file,"D:\disktree\vcpkg_installed\vcpkg\compiler-file-hash-cache.json",361,"361 B",".json",0.0108683
file,"D:\disktree\build\dev\CMakeFiles\disktree.dir\src\main.cpp.obj.ddi",359,"359 B",".ddi",0.000108015
file,"D:\disktree\phases.txt",359,"359 B",".txt",6.68431e-07
file,"D:\disktree\build\dev\.cache\clangd\index\catch_preprocessor_internal_stringify.hpp.C68D1B29CA7FE815.idx",358,"358 B",".idx",0.000959544
file,"D:\disktree\build\dev\vcpkg_installed\vcpkg\info\vcpkg-cmake-config_2024-05-23_x64-windows.list",355,"355 B",".list",0.0133881
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\debug\lib\pkgconfig\catch2-with-main.pc",348,"348 B",".pc",0.121891
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\debug\lib\pkgconfig\catch2-with-main.pc",348,"348 B",".pc",0.121891
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\lib\pkgconfig\catch2-with-main.pc",347,"347 B",".pc",0.122702
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\lib\pkgconfig\catch2-with-main.pc",347,"347 B",".pc",0.122702
file,"D:\disktree\build\dev\.cache\clangd\index\catch_deprecation_macro.hpp.09140CFFD9E21FC7.idx",344,"344 B",".idx",0.00092202
file,"D:\disktree\build\dev\.cache\clangd\index\catch_config_wchar.hpp.9409DB1CB10D72DB.idx",340,"340 B",".idx",0.000911298
file,"D:\disktree\build\dev\tests\CTestTestfile.cmake",340,"340 B",".cmake",8.41815e-06
file,"D:\disktree\build\dev\.cache\clangd\index\catch_preprocessor_remove_parens.hpp.AF0D084699947F2A.idx",338,"338 B",".idx",0.000905938
file,"D:\disktree\build\dev\.cache\clangd\index\catch_config_static_analysis_support.hpp.C7D9803FF63A6029.idx",336,"336 B",".idx",0.000900577
file,"D:\disktree\build\dev\.cache\clangd\index\catch_config_prefix_messages.hpp.1D74DDC943507779.idx",328,"328 B",".idx",0.000879135
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\debug\lib\pkgconfig\libbrotlienc.pc",325,"325 B",".pc",0.113835
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\debug\lib\pkgconfig\libbrotlidec.pc",325,"325 B",".pc",0.113835
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\debug\lib\pkgconfig\libbrotlidec.pc",325,"325 B",".pc",0.113835
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\debug\lib\pkgconfig\libbrotlienc.pc",325,"325 B",".pc",0.113835
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\lib\pkgconfig\libbrotlienc.pc",322,"322 B",".pc",0.113861
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\lib\pkgconfig\libbrotlidec.pc",322,"322 B",".pc",0.113861
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\lib\pkgconfig\libbrotlienc.pc",322,"322 B",".pc",0.113861
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\lib\pkgconfig\libbrotlidec.pc",322,"322 B",".pc",0.113861
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\debug\lib\pkgconfig\catch2.pc",310,"310 B",".pc",0.108581
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\debug\lib\pkgconfig\catch2.pc",310,"310 B",".pc",0.108581
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\lib\pkgconfig\catch2.pc",306,"306 B",".pc",0.108204
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\lib\pkgconfig\catch2.pc",306,"306 B",".pc",0.108204
file,"D:\disktree\include\disktree\export\csv_export.hpp",300,"300 B",".hpp",0.336323
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\debug\lib\pkgconfig\libbrotlicommon.pc",297,"297 B",".pc",0.104028
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\debug\lib\pkgconfig\libbrotlicommon.pc",297,"297 B",".pc",0.104028
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\lib\pkgconfig\libbrotlicommon.pc",294,"294 B",".pc",0.10396
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\lib\pkgconfig\libbrotlicommon.pc",294,"294 B",".pc",0.10396
file,"D:\disktree\.env.cmd",283,"283 B",".cmd",5.26925e-07
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\brotli\usage",282,"282 B","",0.0115337
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\brotli\usage",282,"282 B","",0.0103316
file,"D:\disktree\tests\CMakeLists.txt",279,"279 B",".txt",0.0852429
file,"D:\disktree\build\dev\CMakeFiles\4.2.3-msvc3\CMakeRCCompiler.cmake",276,"276 B",".cmake",0.00136906
file,"D:\disktree\build\dev\CTestTestfile.cmake",269,"269 B",".cmake",6.31218e-07
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\debug\lib\pkgconfig\ftxui.pc",266,"266 B",".pc",0.0931699
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\debug\lib\pkgconfig\ftxui.pc",266,"266 B",".pc",0.0931699
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\fmt\usage",265,"265 B","",0.00854177
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\fmt\usage",265,"265 B","",0.00883834
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\lib\pkgconfig\ftxui.pc",263,"263 B",".pc",0.0929986
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\lib\pkgconfig\ftxui.pc",263,"263 B",".pc",0.0929986
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\debug\lib\pkgconfig\CLI11.pc",255,"255 B",".pc",0.089317
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\debug\lib\pkgconfig\CLI11.pc",255,"255 B",".pc",0.089317
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\lib\pkgconfig\CLI11.pc",252,"252 B",".pc",0.0891089
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\lib\pkgconfig\CLI11.pc",252,"252 B",".pc",0.0891089
file,"D:\disktree\build\dev\tests\disktree_tests-b12d07c_include.cmake",250,"250 B",".cmake",6.18982e-06
file,"D:\disktree\build\dev\.cache\clangd\index\catch_user_config.hpp.F835D906A2C617ED.idx",250,"250 B",".idx",0.000670072
file,"D:\disktree\build\dev\vcpkg_installed\vcpkg\compiler-file-hash-cache.json",242,"242 B",".json",0.0080931
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\debug\lib\pkgconfig\fmt.pc",241,"241 B",".pc",0.0844133
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\debug\lib\pkgconfig\fmt.pc",241,"241 B",".pc",0.0844133
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\lib\pkgconfig\fmt.pc",237,"237 B",".pc",0.0838048
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\lib\pkgconfig\fmt.pc",237,"237 B",".pc",0.0838048
file,"D:\disktree\build\dev\.cache\clangd\index\catch_lifetimebound.hpp.4AF77B3D2BA1C808.idx",234,"234 B",".idx",0.000627188
file,"D:\disktree\build\dev\.cache\clangd\index\catch_platform.hpp.3560C8091A1F84D7.idx",228,"228 B",".idx",0.000611106
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\vcpkg-cmake\vcpkg-port-config.cmake",189,"189 B",".cmake",0.00619428
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\vcpkg-cmake\vcpkg-port-config.cmake",189,"189 B",".cmake",0.00621424
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\fmt\core.h",187,"187 B",".h",0.00032196
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\fmt\core.h",187,"187 B",".h",0.00032196
file,"D:\disktree\vcpkg.json",185,"185 B",".json",3.44456e-07
file,"D:\disktree\build\dev\tests\CMakeFiles\disktree_tests.dir\manifest.rc",164,"164 B",".rc",0.000125812
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\pkgconfig\nlohmann_json.pc",160,"160 B",".pc",1
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\pkgconfig\nlohmann_json.pc",160,"160 B",".pc",1
file,"D:\disktree\build\dev\CMakeFiles\InstallScripts.json",159,"159 B",".json",7.57368e-06
file,"D:\disktree\build\dev\CMakeFiles\disktree.dir\manifest.rc",152,"152 B",".rc",2.50909e-05
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\cpp-httplib\usage",136,"136 B","",0.0119487
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\cpp-httplib\usage",136,"136 B","",0.0120525
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\zstd\usage",119,"119 B","",0.0025896
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\zstd\usage",119,"119 B","",0.00254301
file,"D:\disktree\build\dev\tests\CMakeFiles\disktree_tests.dir\CXX.dd",108,"108 B",".dd",8.28516e-05
file,"D:\disktree\build\dev\CMakeFiles\disktree.dir\CXX.dd",86,"86 B",".dd",1.41962e-05
file,"D:\disktree\build\dev\CMakeFiles\cmake.check_cache",86,"86 B",".check_cache",4.09646e-06
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\vcpkg-cmake-config\vcpkg-port-config.cmake",68,"68 B",".cmake",0.00295935
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\vcpkg-cmake-config\vcpkg-port-config.cmake",68,"68 B",".cmake",0.00297203
file,"D:\disktree\build\dev\tests\CMakeFiles\disktree_tests.dir\CXXModules.json",59,"59 B",".json",4.52615e-05
file,"D:\disktree\build\dev\CMakeFiles\disktree_core.dir\CXXModules.json",59,"59 B",".json",4.322e-06
file,"D:\disktree\build\dev\CMakeFiles\disktree.dir\CXXModules.json",59,"59 B",".json",9.73922e-06
file,"D:\disktree\vcpkg_installed\vcpkg\manifest-info.json",50,"50 B",".json",0.0015053
file,"D:\disktree\build\dev\vcpkg_installed\vcpkg\manifest-info.json",50,"50 B",".json",0.00167213
file,"D:\disktree\.cache\clangd\index\.gitignore",42,"42 B",".gitignore",0.000724988
file,"D:\disktree\build\dev\.cache\clangd\index\.gitignore",42,"42 B",".gitignore",0.000112572
file,"D:\disktree\build\dev\CMakeFiles\ShowIncludes\main.c",33,"33 B",".c",0.0519685
file,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch.hpp",31,"31 B",".hpp",8.36211e-06
file,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch.hpp",31,"31 B",".hpp",8.36211e-06
file,"D:\disktree\build\dev\CMakeFiles\ShowIncludes\foo.h",2,"2 B",".h",0.00314961
file,"D:\disktree\build\dev\CMakeFiles\disktree_core.dir\src\export\csv_export.cpp.obj.modmap",0,"0 B",".modmap",0
file,"D:\disktree\build\dev\CMakeFiles\disktree.dir\src\main.cpp.obj.modmap",0,"0 B",".modmap",0
file,"D:\disktree\build\dev\tests\CMakeFiles\disktree_tests.dir\unit\test_humanize.cpp.obj.modmap",0,"0 B",".modmap",0
file,"D:\disktree\build\dev\vcpkg_installed\vcpkg\vcpkg-running.lock",0,"0 B",".lock",0
file,"D:\disktree\src\utils\progress.cpp",0,"0 B",".cpp",0
file,"D:\disktree\vcpkg_installed\vcpkg\vcpkg-running.lock",0,"0 B",".lock",0
file,"D:\disktree\build\dev\CMakeFiles\disktree_core.dir\src\core\index.cpp.obj.modmap",0,"0 B",".modmap",0
file,"D:\disktree\build\dev\CMakeFiles\disktree_core.dir\src\core\builder.cpp.obj.modmap",0,"0 B",".modmap",0
file,"D:\disktree\build\dev\CMakeFiles\disktree_core.dir\src\export\json_export.cpp.obj.modmap",0,"0 B",".modmap",0
file,"D:\disktree\benchmarks\CMakeLists.txt",0,"0 B",".txt",0
file,"D:\disktree\build\dev\CMakeFiles\disktree_core.dir\src\core\scanner.cpp.obj.modmap",0,"0 B",".modmap",0
file,"D:\disktree\build\dev\CMakeFiles\disktree_core.dir\src\utils\thread_pool.cpp.obj.modmap",0,"0 B",".modmap",0
file,"D:\disktree\build\dev\CMakeFiles\disktree_core.dir\src\core\arena.cpp.obj.modmap",0,"0 B",".modmap",0
file,"D:\disktree\build\dev\CMakeFiles\disktree_core.dir\src\utils\humanize.cpp.obj.modmap",0,"0 B",".modmap",0
dir,"D:\disktree\build",426160353,"406.42 MB",,0.793479
dir,"D:\disktree\build\dev",426160353,"406.42 MB",,1
dir,"D:\disktree\build\dev\vcpkg_installed",317759452,"303.04 MB",,0.745634
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows",317729550,"303.01 MB",,0.999906
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\debug",163423113,"155.85 MB",,0.514347
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\debug\lib",150852489,"143.86 MB",,0.923079
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\lib",140250252,"133.75 MB",,0.441414
dir,"D:\disktree\vcpkg_installed",110606264,"105.48 MB",,0.205941
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic",110573048,"105.45 MB",,0.9997
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\debug",95872919,"91.43 MB",,0.867055
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\debug\lib",86654175,"82.64 MB",,0.903844
dir,"D:\disktree\build\dev\tests",40388927,"38.52 MB",,0.094774
dir,"D:\disktree\build\dev\CMakeFiles",20993755,"20.02 MB",,0.0492626
dir,"D:\disktree\build\dev\CMakeFiles\disktree_core.dir",13651078,"13.02 MB",,0.650245
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\debug\bin",12570624,"11.99 MB",,0.0769207
dir,"D:\disktree\build\dev\CMakeFiles\disktree_core.dir\src",10343076,"9.86 MB",,0.757675
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\debug\bin",9218744,"8.79 MB",,0.0961559
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\bin",8878592,"8.47 MB",,0.0279439
dir,"D:\disktree\build\dev\CMakeFiles\disktree.dir",6057978,"5.78 MB",,0.288561
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\lib",5852022,"5.58 MB",,0.0529245
dir,"D:\disktree\build\dev\CMakeFiles\disktree_core.dir\src\export",4902499,"4.68 MB",,0.473989
dir,"D:\disktree\build\dev\CMakeFiles\disktree_core.dir\src\core",4865011,"4.64 MB",,0.470364
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include",3707200,"3.54 MB",,0.0335272
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include",3707200,"3.54 MB",,0.0116678
dir,"D:\disktree\build\dev\CMakeFiles\disktree.dir\src",3323612,"3.17 MB",,0.548634
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\bin",3080649,"2.94 MB",,0.0278608
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\tools\brotli",1534332,"1.46 MB",,1
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\tools",1534332,"1.46 MB",,0.0138762
dir,"D:\disktree\build\dev\tests\CMakeFiles",1303536,"1.24 MB",,0.0322746
dir,"D:\disktree\build\dev\tests\CMakeFiles\disktree_tests.dir",1303536,"1.24 MB",,1
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\nlohmann",953872,"931.52 KB",,0.257303
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\nlohmann",953872,"931.52 KB",,0.257303
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\tools",919040,"897.50 KB",,0.00289252
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\tools\brotli",919040,"897.50 KB",,1
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\nlohmann\detail",640329,"625.32 KB",,0.671294
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\nlohmann\detail",640329,"625.32 KB",,0.671294
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2",626227,"611.55 KB",,0.168922
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2",626227,"611.55 KB",,0.168922
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\fmt",580817,"567.20 KB",,0.156673
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\fmt",580817,"567.20 KB",,0.156673
dir,"D:\disktree\build\dev\CMakeFiles\disktree_core.dir\src\utils",575566,"562.08 KB",,0.0556475
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share",551353,"538.43 KB",,0.00173529
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share",525926,"513.60 KB",,0.00475637
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\CLI",494638,"483.04 KB",,0.133426
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\CLI",494638,"483.04 KB",,0.133426
dir,"D:\disktree\build\dev\tests\CMakeFiles\disktree_tests.dir\unit",445042,"434.61 KB",,0.341411
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\debug\lib\manual-link",434470,"424.29 KB",,0.0028801
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\lib\manual-link",421818,"411.93 KB",,0.00300761
dir,"D:\disktree\build\dev\.cache",373094,"364.35 KB",,0.000875478
dir,"D:\disktree\build\dev\.cache\clangd",373094,"364.35 KB",,1
dir,"D:\disktree\build\dev\.cache\clangd\index",373094,"364.35 KB",,1
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\internal",303446,"296.33 KB",,0.484562
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\internal",303446,"296.33 KB",,0.484562
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\nlohmann\detail\input",231895,"226.46 KB",,0.36215
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\nlohmann\detail\input",231895,"226.46 KB",,0.36215
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\debug\lib\manual-link",226160,"220.86 KB",,0.00260991
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\CLI\impl",221243,"216.06 KB",,0.447283
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\CLI\impl",221243,"216.06 KB",,0.447283
dir,"D:\disktree\build\dev\CMakeFiles\4.2.3-msvc3",201598,"196.87 KB",,0.00960276
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\catch2",170980,"166.97 KB",,0.325103
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\catch2",170870,"166.87 KB",,0.30991
dir,"D:\disktree\build\dev\CMakeFiles\4.2.3-msvc3\CompilerIdCXX",142493,"139.15 KB",,0.706818
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\nlohmann\detail\output",115881,"113.17 KB",,0.180971
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\nlohmann\detail\output",115881,"113.17 KB",,0.180971
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\ftxui",93292,"91.11 KB",,0.0251651
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\ftxui",93292,"91.11 KB",,0.0251651
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\nlohmann\thirdparty\hedley",91574,"89.43 KB",,1
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\nlohmann\thirdparty\hedley",91574,"89.43 KB",,1
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\nlohmann\thirdparty",91574,"89.43 KB",,0.0960024
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\nlohmann\thirdparty",91574,"89.43 KB",,0.0960024
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\nlohmann\detail\conversions",77868,"76.04 KB",,0.121606
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\nlohmann\detail\conversions",77868,"76.04 KB",,0.121606
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\matchers",70319,"68.67 KB",,0.11229
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\matchers",70319,"68.67 KB",,0.11229
dir,"D:\disktree\.cache",57932,"56.57 KB",,0.000107865
dir,"D:\disktree\.cache\clangd",57932,"56.57 KB",,1
dir,"D:\disktree\.cache\clangd\index",57932,"56.57 KB",,1
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\brotli",54606,"53.33 KB",,0.0147297
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\brotli",54606,"53.33 KB",,0.0147297
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\doc",48775,"47.63 KB",,0.0927412
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\doc\httplib",48775,"47.63 KB",,1
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\doc",48775,"47.63 KB",,0.0884642
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\doc\httplib",48775,"47.63 KB",,1
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\zstd",46795,"45.70 KB",,0.084873
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\nlohmann\detail\meta",46487,"45.40 KB",,0.0725986
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\nlohmann\detail\meta",46487,"45.40 KB",,0.0725986
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\zstd",45953,"44.88 KB",,0.0873754
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\reporters",45423,"44.36 KB",,0.0725344
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\reporters",45423,"44.36 KB",,0.0725344
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\benchmark",44042,"43.01 KB",,0.0703291
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\benchmark",44042,"43.01 KB",,0.0703291
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\nlohmann\detail\iterators",42858,"41.85 KB",,0.0669312
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\nlohmann\detail\iterators",42858,"41.85 KB",,0.0669312
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\ftxui",42555,"41.56 KB",,0.0809144
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\ftxui",42553,"41.56 KB",,0.0771792
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\ftxui\component",38567,"37.66 KB",,0.413401
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\ftxui\component",38567,"37.66 KB",,0.413401
dir,"D:\disktree\src",38267,"37.37 KB",,7.12503e-05
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\nlohmann-json",35730,"34.89 KB",,0.0648042
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\nlohmann-json",35309,"34.48 KB",,0.0671368
dir,"D:\disktree\vcpkg_installed\vcpkg",33216,"32.44 KB",,0.000300308
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\cli11",32240,"31.48 KB",,0.0613014
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\cli11",32136,"31.38 KB",,0.0582857
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\fmt",31024,"30.30 KB",,0.0562689
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\generators",30847,"30.12 KB",,0.0492585
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\generators",30847,"30.12 KB",,0.0492585
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\vcpkg-cmake",30512,"29.80 KB",,0.0580158
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\share\vcpkg-cmake",30414,"29.70 KB",,0.0551625
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\share\fmt",29983,"29.28 KB",,0.0570099
dir,"D:\disktree\build\dev\vcpkg_installed\vcpkg",29902,"29.20 KB",,9.41026e-05
dir,"D:\disktree\build\dev\vcpkg_installed\x64-windows\include\catch2\interfaces",29811,"29.11 KB",,0.0476041
dir,"D:\disktree\vcpkg_installed\x64-mingw-dynamic\include\catch2\interfaces",29811,"29.11 KB",,0.0476041
dir,"D:\disktree\vcpkg_installed\vcpkg\info",29645,"28.95 KB",,0.892492
